,POS_numNouns,POS_numProperNouns,POS_numPronouns,POS_numConjunct,POS_numAdjectives,POS_numVerbs,POS_numAdverbs,POS_numModals,POS_numPrepositions,POS_numInterjections,POS_numPerPronouns,POS_numWhPronouns,POS_numLexicals,POS_numFunctionWords,POS_numDeterminers,POS_numVerbsVB,POS_numVerbsVBG,POS_numVerbsVBN,POS_numVerbsVBP,POS_numVerbsVBZ,POS_advVar,POS_adjVar,POS_modVar,POS_nounVar,POS_verbVar1,POS_verbVar2,POS_squaredVerbVar1,POS_correctedVV1
88888,0.16666666666666666,0.03333333333333333,0.11333333333333333,0.03333333333333333,0.09333333333333334,0.22666666666666666,0.15333333333333332,0.0,0.1,0.0,0.11333333333333333,0,0.64,0.5133333333333333,0.11333333333333333,0.04,0,0.07333333333333333,0,0,0.23958333333333334,0.14583333333333334,0.3854166666666667,0.2604166666666667,1.4166666666666667,0.3541666666666667,48.166666666666664,4.907477288111819
207958,0.22560975609756098,0.07317073170731707,0.14634146341463414,0.03048780487804878,0.06097560975609756,0.18292682926829268,0.10975609756097561,0.036585365853658534,0.07317073170731707,0.03048780487804878,0.14634146341463414,0,0.5792682926829268,0.5304878048780488,0.10365853658536585,0.042682926829268296,0,0.036585365853658534,0,0,0.18947368421052632,0.10526315789473684,0.29473684210526313,0.3894736842105263,1.4285714285714286,0.3157894736842105,42.857142857142854,4.6291004988627575
93821,0.1781818181818182,0.03636363636363636,0.09818181818181818,0.04,0.09818181818181818,0.20363636363636364,0.15272727272727274,0.014545454545454545,0.07636363636363637,0.01090909090909091,0.09818181818181818,0,0.6327272727272727,0.52,0.12727272727272726,0.05454545454545454,0,0.05454545454545454,0,0,0.2413793103448276,0.15517241379310345,0.39655172413793105,0.28160919540229884,1.4736842105263157,0.3218390804597701,82.52631578947368,6.423640548375729
224263,0.18723404255319148,0.04680851063829787,0.09361702127659574,0.03404255319148936,0.08085106382978724,0.2170212765957447,0.11914893617021277,0.01276595744680851,0.08936170212765958,0.00425531914893617,0.09361702127659574,0,0.6042553191489362,0.5148936170212766,0.16170212765957448,0.08936170212765958,0,0.04680851063829787,0,0,0.19718309859154928,0.13380281690140844,0.33098591549295775,0.30985915492957744,2.217391304347826,0.3591549295774648,113.08695652173913,7.519539763899754
68828,0.27741935483870966,0.09032258064516129,0.08387096774193549,0.04516129032258064,0.07741935483870968,0.2129032258064516,0.07096774193548387,0.0,0.0967741935483871,0.0,0.08387096774193549,0,0.6387096774193548,0.432258064516129,0.13548387096774195,0.025806451612903226,0,0.01935483870967742,0,0,0.1111111111111111,0.12121212121212122,0.23232323232323232,0.43434343434343436,1.736842105263158,0.3333333333333333,57.31578947368421,5.353306897315164
256174,0.23121387283236994,0.04046242774566474,0.12138728323699421,0.023121387283236993,0.06358381502890173,0.2543352601156069,0.09248554913294797,0.017341040462427744,0.09248554913294797,0.011560693641618497,0.12138728323699421,0,0.6416184971098265,0.4508670520231214,0.09248554913294797,0.08092485549132948,0,0.08092485549132948,0,0,0.14414414414414414,0.0990990990990991,0.24324324324324326,0.36036036036036034,1.76,0.3963963963963964,77.44,6.222539674441618
47797,0.2342857142857143,0.08,0.09714285714285714,0.04,0.09142857142857143,0.19428571428571428,0.14285714285714285,0.011428571428571429,0.07428571428571429,0.005714285714285714,0.09714285714285714,0,0.6628571428571428,0.48,0.10857142857142857,0.04,0,0.03428571428571429,0,0,0.21551724137931033,0.13793103448275862,0.35344827586206895,0.35344827586206895,1.4166666666666667,0.29310344827586204,48.166666666666664,4.907477288111819
58151,0.24675324675324675,0.08441558441558442,0.14935064935064934,0.07792207792207792,0.03896103896103896,0.22077922077922077,0.06493506493506493,0.01948051948051948,0.06493506493506493,0.0,0.14935064935064934,0,0.5714285714285714,0.4935064935064935,0.11688311688311688,0.01948051948051948,0,0.01948051948051948,0,0,0.11363636363636363,0.06818181818181818,0.18181818181818182,0.4318181818181818,2.2666666666666666,0.38636363636363635,77.06666666666666,6.207522318391883
160225,0.29245283018867924,0.14150943396226415,0.07547169811320754,0.06132075471698113,0.04716981132075472,0.16037735849056603,0.1179245283018868,0.018867924528301886,0.08962264150943396,0.0047169811320754715,0.07547169811320754,0,0.6179245283018868,0.5,0.1320754716981132,0.05660377358490566,0,0.009433962264150943,0,0,0.19083969465648856,0.07633587786259542,0.26717557251908397,0.4732824427480916,1.5454545454545454,0.2595419847328244,52.54545454545455,5.125692857821981
48724,0.19215686274509805,0.043137254901960784,0.18823529411764706,0.043137254901960784,0.03137254901960784,0.21568627450980393,0.13725490196078433,0.03137254901960784,0.09411764705882353,0.00784313725490196,0.18823529411764706,0,0.5764705882352941,0.5607843137254902,0.058823529411764705,0.07450980392156863,0,0.027450980392156862,0,0,0.23809523809523808,0.05442176870748299,0.2925170068027211,0.3333333333333333,1.5714285714285714,0.3741496598639456,86.42857142857143,6.5737573513391645
