,conjunctToSent,conjunctTypesToSent,conjunctToWords,conjunctNum,conjunctTypesToTotal,conjunctNeighborSent,synonymToNouns,synonymToVerbs,averageSynClassNOUN,averageSynClassVERB,TTR,CorrectedTTR,RootTTR,BilogTTR,MTLD,POS_numNouns,POS_numProperNouns,POS_numPronouns,POS_numConjunct,POS_numAdjectives,POS_numVerbs,POS_numAdverbs,POS_numModals,POS_numPrepositions,POS_numInterjections,POS_numPerPronouns,POS_numWhPronouns,POS_numLexicals,POS_numFunctionWords,POS_numDeterminers,POS_numVerbsVB,POS_numVerbsVBG,POS_numVerbsVBN,POS_numVerbsVBP,POS_numVerbsVBZ,POS_advVar,POS_adjVar,POS_modVar,POS_nounVar,POS_verbVar1,POS_verbVar2,POS_squaredVerbVar1,POS_correctedVV1,localNounOverlapCount,localArgumentOverlapCount,localStemOverlapCount,localContentWordOverlap,globalNounOverlapCount,globalArgumentOverlapCount,globalStemOverlapCount,globalContentWordOverlap,DISC_RefExprPronounsPerNoun,DISC_RefExprPronounsPerSen,DISC_RefExprPronounsPerWord,DISC_RefExprPerPronounsPerSen,DISC_RefExprPerProPerWord,DISC_RefExprPossProPerSen,DISC_RefExprPossProPerWord,DISC_RefExprDefArtPerSen,DISC_RefExprDefArtPerWord,DISC_RefExprProperNounsPerNoun
88888,0.3846153846153846,0.1538461538461538,0.0267379679144385,5,0.4,0.7692307692307693,0.9411764705882352,0.8823529411764706,1.0625,1.1333333333333333,0.0802139037433155,0.7756315349925288,1.096908636190696,0.5176818910578335,36.153333333333336,0.1666666666666666,0.0333333333333333,0.1133333333333333,0.0333333333333333,0.0933333333333333,0.2266666666666666,0.1533333333333333,0.0,0.1,0.0,0.1133333333333333,0,0.64,0.5133333333333333,0.1133333333333333,0.04,0,0.0733333333333333,0,0,0.2395833333333333,0.1458333333333333,0.3854166666666667,0.2604166666666667,1.4166666666666667,0.3541666666666667,48.16666666666666,4.907477288111819,0.0,0.5384615384615384,0.5384615384615384,4.384615384615385,0.0,2.230769230769231,2.3076923076923075,24.23076923076923,0.95,1.4615384615384617,0.1016042780748663,1.3076923076923077,0.0909090909090909,0.1538461538461538,0.0106951871657754,0.1538461538461538,0.0106951871657754,0.25
207958,0.5,0.2,0.0231481481481481,5,0.4,0.5,0.9411764705882352,0.8823529411764706,1.0625,1.1333333333333333,0.074074074074074,0.769800358919501,1.0886621079036347,0.5158037429793887,37.829508196721314,0.2256097560975609,0.073170731707317,0.1463414634146341,0.0304878048780487,0.0609756097560975,0.1829268292682926,0.1097560975609756,0.0365853658536585,0.073170731707317,0.0304878048780487,0.1463414634146341,0,0.5792682926829268,0.5304878048780488,0.1036585365853658,0.0426829268292682,0,0.0365853658536585,0,0,0.1894736842105263,0.1052631578947368,0.2947368421052631,0.3894736842105263,1.4285714285714286,0.3157894736842105,42.85714285714285,4.6291004988627575,0.0,0.4,0.4,6.2,0.0,1.9,1.9,32.8,1.0,2.5,0.1157407407407407,2.4,0.1111111111111111,0.1,0.0046296296296296,0.6,0.0277777777777777,0.48
93821,0.5789473684210527,0.1052631578947368,0.0337423312883435,11,0.1818181818181818,0.6842105263157895,0.9285714285714286,0.75,1.0769230769230769,1.3333333333333333,0.0490797546012269,0.6266083599903659,0.886158040994738,0.4791148934431201,61.00257510729614,0.1781818181818182,0.0363636363636363,0.0981818181818181,0.04,0.0981818181818181,0.2036363636363636,0.1527272727272727,0.0145454545454545,0.0763636363636363,0.0109090909090909,0.0981818181818181,0,0.6327272727272727,0.52,0.1272727272727272,0.0545454545454545,0,0.0545454545454545,0,0,0.2413793103448276,0.1551724137931034,0.396551724137931,0.2816091954022988,1.4736842105263157,0.3218390804597701,82.52631578947368,6.423640548375729,0.0,0.5263157894736842,0.5789473684210527,5.421052631578948,0.0,3.0,3.1578947368421053,39.26315789473684,0.6923076923076923,1.4210526315789471,0.0828220858895705,1.4210526315789471,0.0828220858895705,0.0,0.0,1.0526315789473684,0.0613496932515337,0.2564102564102564
224263,0.3809523809523809,0.1428571428571428,0.0293040293040293,8,0.375,0.7142857142857143,0.875,0.8235294117647058,1.1428571428571428,1.2142857142857142,0.0586080586080586,0.6847367880174606,0.968364052270084,0.4942691261269389,28.48951682484901,0.1872340425531914,0.0468085106382978,0.0936170212765957,0.0340425531914893,0.0808510638297872,0.2170212765957447,0.1191489361702127,0.0127659574468085,0.0893617021276595,0.0042553191489361,0.0936170212765957,0,0.6042553191489362,0.5148936170212766,0.1617021276595744,0.0893617021276595,0,0.0468085106382978,0,0,0.1971830985915492,0.1338028169014084,0.3309859154929577,0.3098591549295774,2.217391304347826,0.3591549295774648,113.08695652173913,7.519539763899754,0.0,0.3333333333333333,0.3809523809523809,3.333333333333333,0.0,3.0476190476190474,3.619047619047619,30.52380952380953,0.696969696969697,1.0952380952380951,0.0842490842490842,1.0476190476190477,0.0805860805860805,0.0476190476190476,0.0036630036630036,0.8095238095238095,0.0622710622710622,0.3333333333333333
68828,0.4375,0.125,0.0358974358974358,7,0.2857142857142857,0.375,1.0,0.9411764705882352,1.0,1.0625,0.0615384615384615,0.6076436202502,0.8593378488473195,0.4712510634961699,38.47860962566845,0.2774193548387096,0.0903225806451612,0.0838709677419354,0.0451612903225806,0.0774193548387096,0.2129032258064516,0.0709677419354838,0.0,0.0967741935483871,0.0,0.0838709677419354,0,0.6387096774193548,0.432258064516129,0.1354838709677419,0.0258064516129032,0,0.0193548387096774,0,0,0.1111111111111111,0.1212121212121212,0.2323232323232323,0.4343434343434343,1.736842105263158,0.3333333333333333,57.31578947368421,5.353306897315164,0.0,0.1875,0.1875,4.0625,0.0,1.5625,1.6875,25.6875,0.5172413793103449,0.9375,0.0769230769230769,0.8125,0.0666666666666666,0.125,0.0102564102564102,0.0625,0.0051282051282051,0.4827586206896552
256174,0.2222222222222222,0.1111111111111111,0.0182648401826484,4,0.5,0.8888888888888888,0.96,0.8666666666666667,1.0416666666666667,1.1538461538461535,0.0730593607305936,0.7645095721079945,1.0811798054391777,0.5144835439654073,42.00491803278689,0.2312138728323699,0.0404624277456647,0.1213872832369942,0.0231213872832369,0.0635838150289017,0.2543352601156069,0.0924855491329479,0.0173410404624277,0.0924855491329479,0.0115606936416184,0.1213872832369942,0,0.6416184971098265,0.4508670520231214,0.0924855491329479,0.0809248554913294,0,0.0809248554913294,0,0,0.1441441441441441,0.0990990990990991,0.2432432432432432,0.3603603603603603,1.76,0.3963963963963964,77.44,6.222539674441618,0.0,0.2777777777777778,0.2777777777777778,2.888888888888889,0.0,2.055555555555556,2.111111111111111,22.38888888888889,0.7575757575757576,1.3888888888888888,0.1141552511415525,1.1666666666666667,0.0958904109589041,0.2222222222222222,0.0182648401826484,0.3333333333333333,0.0273972602739726,0.2121212121212121
47797,0.5833333333333334,0.25,0.0295358649789029,7,0.4285714285714285,0.6666666666666666,0.9473684210526316,0.7,1.0555555555555556,1.4285714285714286,0.0675105485232067,0.7349043394794006,1.0393116839386094,0.5070516144074836,26.6625,0.2342857142857143,0.08,0.0971428571428571,0.04,0.0914285714285714,0.1942857142857142,0.1428571428571428,0.0114285714285714,0.0742857142857142,0.0057142857142857,0.0971428571428571,0,0.6628571428571428,0.48,0.1085714285714285,0.04,0,0.0342857142857142,0,0,0.2155172413793103,0.1379310344827586,0.3534482758620689,0.3534482758620689,1.4166666666666667,0.293103448275862,48.16666666666666,4.907477288111819,0.0,0.5833333333333334,0.5833333333333334,15.25,0.0,2.333333333333333,2.333333333333333,66.58333333333333,0.6296296296296297,1.4166666666666667,0.0717299578059071,1.4166666666666667,0.0717299578059071,0.0,0.0,0.6666666666666666,0.0337552742616033,0.5185185185185185
58151,0.8571428571428571,0.2142857142857142,0.0638297872340425,12,0.25,0.5714285714285714,0.8666666666666667,0.8333333333333334,1.1538461538461535,1.2,0.0797872340425532,0.773565934694095,1.0939874362342092,0.517154629102141,23.5,0.2467532467532467,0.0844155844155844,0.1493506493506493,0.0779220779220779,0.0389610389610389,0.2207792207792207,0.0649350649350649,0.0194805194805194,0.0649350649350649,0.0,0.1493506493506493,0,0.5714285714285714,0.4935064935064935,0.1168831168831168,0.0194805194805194,0,0.0194805194805194,0,0,0.1136363636363636,0.0681818181818181,0.1818181818181818,0.4318181818181818,2.2666666666666666,0.3863636363636363,77.06666666666666,6.207522318391883,0.0,0.4285714285714285,0.5714285714285714,5.357142857142857,0.0,3.0,3.5,33.857142857142854,0.92,1.6428571428571428,0.1223404255319148,1.6428571428571428,0.1223404255319148,0.0,0.0,0.2142857142857142,0.0159574468085106,0.52
48724,0.3928571428571428,0.1071428571428571,0.0348101265822784,11,0.2727272727272727,0.7857142857142857,1.0,0.7419354838709677,1.0,1.3478260869565215,0.050632911392405,0.636445827340584,0.9000703207408192,0.4817082870207169,35.111111111111114,0.192156862745098,0.0431372549019607,0.188235294117647,0.0431372549019607,0.0313725490196078,0.2156862745098039,0.1372549019607843,0.0313725490196078,0.0941176470588235,0.0078431372549019,0.188235294117647,0,0.5764705882352941,0.5607843137254902,0.0588235294117647,0.0745098039215686,0,0.0274509803921568,0,0,0.238095238095238,0.0544217687074829,0.2925170068027211,0.3333333333333333,1.5714285714285714,0.3741496598639456,86.42857142857143,6.5737573513391645,0.0,0.5,0.5,2.357142857142857,0.0,4.464285714285714,4.464285714285714,25.142857142857142,1.2894736842105263,1.75,0.1550632911392405,1.7142857142857142,0.1518987341772152,0.0357142857142857,0.0031645569620253,0.1428571428571428,0.0126582278481012,0.2894736842105263
40247,0.85,0.15,0.0383747178329571,17,0.1764705882352941,0.45,0.8888888888888888,0.5952380952380952,1.125,1.68,0.0361173814898419,0.5375305125467167,0.7601829410329278,0.4550023757616291,35.09925727173744,0.2458563535911602,0.0718232044198895,0.0773480662983425,0.0469613259668508,0.0773480662983425,0.212707182320442,0.1049723756906077,0.005524861878453,0.0883977900552486,0.0027624309392265,0.0773480662983425,0,0.6408839779005525,0.4640883977900552,0.1381215469613259,0.0386740331491712,0,0.0524861878453038,0,0,0.1637931034482758,0.1206896551724138,0.2844827586206896,0.3836206896551724,1.54,0.3318965517241379,118.58,7.7,0.0,0.3,0.3,11.15,0.0,3.0,3.3,88.0,0.4761904761904761,1.5,0.0677200902934537,1.4,0.0632054176072234,0.1,0.0045146726862302,1.35,0.0609480812641083,0.4126984126984127
