,f_uh,f_um,f_start,f_mid,f_uncertain,sen_len,conjunctToSent,conjunctTypesToSent,conjunctToWords,conjunctNum,conjunctTypesToTotal,conjunctNeighborSent,posemo,negemo,anx,anger,sad,synonymToNouns,synonymToVerbs,averageSynClassNOUN,averageSynClassVERB,TTR,CorrectedTTR,RootTTR,BilogTTR,MTLD,POS_numNouns,POS_numProperNouns,POS_numPronouns,POS_numConjunct,POS_numAdjectives,POS_numVerbs,POS_numAdverbs,POS_numModals,POS_numPrepositions,POS_numInterjections,POS_numPerPronouns,POS_numWhPronouns,POS_numLexicals,POS_numFunctionWords,POS_numDeterminers,POS_numVerbsVB,POS_numVerbsVBG,POS_numVerbsVBN,POS_numVerbsVBP,POS_numVerbsVBZ,POS_advVar,POS_adjVar,POS_modVar,POS_nounVar,POS_verbVar1,POS_verbVar2,POS_squaredVerbVar1,POS_correctedVV1,localNounOverlapCount,localArgumentOverlapCount,localStemOverlapCount,localContentWordOverlap,globalNounOverlapCount,globalArgumentOverlapCount,globalStemOverlapCount,globalContentWordOverlap,DISC_RefExprPronounsPerNoun,DISC_RefExprPronounsPerSen,DISC_RefExprPronounsPerWord,DISC_RefExprPerPronounsPerSen,DISC_RefExprPerProPerWord,DISC_RefExprPossProPerSen,DISC_RefExprPossProPerWord,DISC_RefExprDefArtPerSen,DISC_RefExprDefArtPerWord,DISC_RefExprProperNounsPerNoun
100178,-0.4874353441976724,0.7801564302382745,-0.1118091153095865,0.2381970452660565,-0.6116975055228792,-0.5369758691449369,0.6666666666666666,0.1428571428571428,0.0514705882352941,14,0.2142857142857142,0.6190476190476191,5.83,0.83,0.0,0.42,0.0,0.9285714285714286,0.8636363636363636,1.0769230769230769,1.1578947368421053,0.0588235294117647,0.6859943405700353,0.970142500145332,0.4945926897614766,56.04848484848485,0.2355555555555555,0.0711111111111111,0.0888888888888888,0.0622222222222222,0.08,0.1866666666666666,0.1422222222222222,0.0044444444444444,0.0844444444444444,0.0088888888888888,0.0888888888888888,0,0.6444444444444445,0.4977777777777777,0.1066666666666666,0.0311111111111111,0,0.0533333333333333,0,0,0.2206896551724138,0.1241379310344827,0.3448275862068966,0.3655172413793103,1.4482758620689655,0.2896551724137931,60.82758620689656,5.514870180108347,0.0,0.2857142857142857,0.2857142857142857,2.8095238095238093,0.0,2.380952380952381,2.4761904761904763,24.0,0.5675675675675675,1.0,0.0772058823529411,0.9523809523809524,0.0735294117647058,0.0476190476190476,0.0036764705882352,0.5714285714285714,0.0441176470588235,0.4324324324324324
100367,-0.8576301672570279,0.2662175320087605,-0.5961253789262636,-0.2981509172681321,-0.6116975055228792,-0.3184676203079862,0.625,0.1875,0.0434782608695652,10,0.3,0.875,5.82,0.0,0.0,0.0,0.0,0.9411764705882352,0.8461538461538461,1.0625,1.181818181818182,0.0695652173913043,0.746003846592251,1.0550087574332592,0.5098470553179164,39.21794871794872,0.2240437158469945,0.081967213114754,0.1256830601092896,0.0546448087431694,0.1092896174863388,0.174863387978142,0.0983606557377049,0.0054644808743169,0.1038251366120218,0.0054644808743169,0.1256830601092896,0,0.6065573770491803,0.4918032786885246,0.0983606557377049,0.0163934426229508,0,0.0491803278688524,0,0,0.1621621621621621,0.1801801801801801,0.3423423423423423,0.3693693693693693,1.8823529411764703,0.2882882882882883,60.23529411764706,5.487954724560282,0.0,0.625,0.625,4.5625,0.0,3.4375,3.4375,28.5,1.0,1.625,0.1130434782608695,1.4375,0.1,0.1875,0.0130434782608695,0.4375,0.0304347826086956,0.5769230769230769
100961,-0.4304822944962331,-0.0699378044656335,-0.0372989209070208,-0.3833566972693827,-0.1953763228348068,0.5070079864098077,1.75,0.5,0.0590717299578059,14,0.2857142857142857,0.25,5.29,0.96,0.0,0.0,0.0,1.0,0.7,1.0,1.4285714285714286,0.0675105485232067,0.7349043394794006,1.0393116839386094,0.5070516144074836,47.27393617021277,0.1902439024390244,0.073170731707317,0.1121951219512195,0.0682926829268292,0.0634146341463414,0.2097560975609756,0.1512195121951219,0.0097560975609756,0.0878048780487804,0.0097560975609756,0.1121951219512195,0,0.6146341463414634,0.5365853658536586,0.0975609756097561,0.0439024390243902,0,0.0341463414634146,0,0,0.246031746031746,0.1031746031746031,0.3492063492063492,0.3095238095238095,1.72,0.3412698412698413,73.96,6.081118318204308,0.0,0.625,0.625,16.375,0.0,1.625,1.625,38.625,1.0,3.0,0.1012658227848101,2.875,0.0970464135021097,0.125,0.0042194092827004,1.125,0.0379746835443038,0.625
101708,4.400647319463613,-0.7748494577324619,2.250468170494205,2.2230176420230108,-0.6116975055228792,-0.1161451676809213,0.6470588235294118,0.1764705882352941,0.0385964912280701,11,0.2727272727272727,0.4117647058823529,10.2,1.22,0.41,0.41,0.0,0.9,0.9473684210526316,1.1111111111111112,1.0555555555555556,0.0526315789473684,0.6282808624375432,0.8885233166386385,0.4790898513446605,36.28472222222222,0.2803738317757009,0.0981308411214953,0.1121495327102803,0.0514018691588785,0.0700934579439252,0.2289719626168224,0.0654205607476635,0.0046728971962616,0.0747663551401869,0.0046728971962616,0.1121495327102803,0,0.6448598130841121,0.4205607476635514,0.1074766355140186,0.0420560747663551,0,0.0327102803738317,0,0,0.1014492753623188,0.108695652173913,0.2101449275362318,0.4347826086956521,1.8846153846153848,0.3550724637681159,92.34615384615384,6.795077403759057,0.0,0.4705882352941176,0.5294117647058824,9.058823529411764,0.0,2.647058823529412,2.764705882352941,54.76470588235294,0.6923076923076923,1.588235294117647,0.0947368421052631,1.411764705882353,0.0842105263157894,0.1764705882352941,0.0105263157894736,0.5882352941176471,0.0350877192982456,0.5384615384615384
101851,-0.1978770172502558,0.4173491461202439,-0.3084127470747723,0.2527428574226016,0.2456768113000816,0.1994778584170903,0.9565217391304348,0.217391304347826,0.047008547008547,22,0.2272727272727272,0.5217391304347826,3.47,2.72,0.0,0.5,0.25,0.9,0.6829268292682927,1.1111111111111112,1.4642857142857142,0.0341880341880341,0.5229763603684907,0.7396002616336388,0.4509397444694764,33.6,0.1614583333333333,0.0364583333333333,0.1666666666666666,0.0572916666666666,0.0390625,0.203125,0.1588541666666666,0.0052083333333333,0.0911458333333333,0.0052083333333333,0.1666666666666666,0,0.5625,0.5963541666666666,0.1119791666666666,0.03125,0,0.0677083333333333,0,0,0.2824074074074074,0.0694444444444444,0.3518518518518518,0.287037037037037,1.6595744680851063,0.3611111111111111,129.4468085106383,8.045085720818587,0.0,0.6521739130434783,0.6956521739130435,6.782608695652174,0.0,6.782608695652174,6.956521739130435,70.78260869565217,1.3333333333333333,2.782608695652174,0.1367521367521367,2.782608695652174,0.1367521367521367,0.0,0.0,1.0,0.0491452991452991,0.2916666666666667
102184,0.1950565333856889,-0.3031889040351769,-0.0452443207840717,-0.0611985101646288,0.0039053807267822,0.8307239106131136,1.1176470588235294,0.1764705882352941,0.0382293762575452,19,0.1578947368421052,0.6470588235294118,4.5,3.79,0.24,0.71,0.71,0.9655172413793104,0.8181818181818182,1.0357142857142858,1.2222222222222223,0.0321931589537223,0.5074891837564409,0.7176980864260105,0.4465730078142913,31.184313725490195,0.146039603960396,0.0371287128712871,0.1633663366336633,0.047029702970297,0.0717821782178217,0.2252475247524752,0.1509900990099009,0.0099009900990099,0.0816831683168316,0.0024752475247524,0.1633663366336633,0,0.594059405940594,0.556930693069307,0.1014851485148514,0.0396039603960396,0,0.0767326732673267,0,0,0.2541666666666666,0.1208333333333333,0.375,0.2458333333333333,2.1666666666666665,0.3791666666666666,197.16666666666663,9.928914005737656,0.0,0.6470588235294118,0.7058823529411765,13.823529411764708,0.0,5.176470588235294,5.352941176470588,124.23529411764706,1.5,3.882352941176471,0.1327967806841046,3.882352941176471,0.1327967806841046,0.0,0.0,1.6470588235294117,0.056338028169014,0.3409090909090909
105553,-0.8576301672570279,0.3646968418491464,-0.5961253789262636,-0.223528592045984,-0.1168700426707703,-0.3670250089384448,1.3,0.2,0.0643564356435643,13,0.1538461538461538,0.5,6.29,0.57,0.0,0.0,0.0,0.9230769230769232,1.0,1.0833333333333333,1.0,0.0792079207920792,0.7960297521679913,1.125756071568467,0.5223151657549545,31.93768830457409,0.1525423728813559,0.0508474576271186,0.1412429378531073,0.0734463276836158,0.0621468926553672,0.192090395480226,0.1638418079096045,0.0112994350282485,0.1016949152542373,0.0169491525423728,0.1412429378531073,0,0.5706214689265536,0.5932203389830508,0.0847457627118644,0.0338983050847457,0,0.0225988700564971,0,0,0.2871287128712871,0.1089108910891089,0.396039603960396,0.2673267326732673,2.0,0.3366336633663366,68.0,5.8309518948453,0.0,0.6,0.6,8.4,0.0,1.8,1.9,39.5,1.4444444444444444,2.6,0.1287128712871287,2.5,0.1237623762376237,0.1,0.0049504950495049,0.5,0.0247524752475247,0.5
105906,0.6683637598578726,-0.9647738409960632,2.0657655356081444,-0.8272004176503454,-0.2811829788086843,0.1994778584166559,0.4444444444444444,0.1666666666666666,0.0265780730897009,8,0.375,0.2777777777777778,3.44,0.76,0.0,0.0,0.0,0.8571428571428571,0.8181818181818182,1.1666666666666667,1.2222222222222223,0.0531561461794019,0.6521113167513779,0.922224668326776,0.4858130636383947,40.3125,0.21484375,0.0703125,0.109375,0.03125,0.09375,0.22265625,0.0625,0.015625,0.109375,0.00390625,0.109375,0,0.59375,0.46875,0.13671875,0.0625,0,0.02734375,0,0,0.1052631578947368,0.1578947368421052,0.2631578947368421,0.3618421052631579,1.9,0.375,108.3,7.358668357794092,0.0,0.4444444444444444,0.4444444444444444,4.666666666666667,0.0,3.333333333333333,3.5,34.833333333333336,0.7567567567567568,1.5555555555555556,0.0930232558139534,1.5555555555555556,0.0930232558139534,0.0,0.0,0.6666666666666666,0.0398671096345514,0.4864864864864865
106077,-0.8576301672570279,-0.9647738409960632,-0.5961253789262636,-1.230929982544982,-0.6116975055228792,-1.6618887057506706,0.7058823529411765,0.1764705882352941,0.0454545454545454,12,0.25,0.8823529411764706,3.08,0.88,0.0,0.0,0.0,0.8928571428571429,0.7619047619047619,1.12,1.3125,0.0606060606060606,0.6963106238227914,0.9847319278346618,0.4972406797392223,37.71428571428572,0.2352941176470588,0.0769230769230769,0.1266968325791855,0.0542986425339366,0.0361990950226244,0.2262443438914027,0.1357466063348416,0.0090497737556561,0.0950226244343891,0.004524886877828,0.1266968325791855,0,0.6334841628959276,0.502262443438914,0.0769230769230769,0.0361990950226244,0,0.0497737556561085,0,0,0.2142857142857142,0.0571428571428571,0.2714285714285714,0.3714285714285714,1.7857142857142858,0.3571428571428571,89.28571428571429,6.681531047810609,0.0,0.5294117647058824,0.5294117647058824,5.235294117647059,0.0,3.0588235294117645,3.3529411764705883,33.529411764705884,0.8285714285714286,1.7058823529411764,0.1098484848484848,1.6470588235294117,0.106060606060606,0.0588235294117647,0.0037878787878787,0.4117647058823529,0.0265151515151515,0.4857142857142857
107182,-0.8576301672570279,-0.1125490443004159,-0.5961253789262636,-0.5851598604302396,0.3398937691927147,-0.6098119520907898,0.36,0.08,0.0274390243902439,9,0.2222222222222222,0.68,6.23,2.2,0.0,0.37,0.0,0.9333333333333332,0.5357142857142857,1.0714285714285714,1.8666666666666667,0.0457317073170731,0.5856516070822727,0.828236445561349,0.4674682961529537,36.02393162393162,0.2393822393822393,0.0656370656370656,0.1467181467181467,0.0347490347490347,0.081081081081081,0.22007722007722,0.0694980694980695,0.0077220077220077,0.0888030888030888,0.0,0.1467181467181467,0,0.61003861003861,0.4594594594594595,0.1119691119691119,0.0424710424710424,0,0.0308880308880308,0,0,0.1139240506329113,0.1329113924050632,0.2468354430379747,0.3924050632911392,1.6285714285714286,0.360759493670886,92.82857142857142,6.812803073206044,0.0,0.44,0.44,3.0,0.0,3.2,3.24,39.28,0.9555555555555556,1.72,0.1310975609756097,1.52,0.1158536585365853,0.2,0.0152439024390243,0.44,0.0335365853658536,0.3777777777777777
